68000232000,0
118000232000,66
168000232000,173
218000232000,399
268000232000,654
318000232000,1147
368000232000,1675
418000232000,2009
468000232000,2623
518000232000,3480
568000232000,4276
618000232000,4782
668000232000,5090
718000232000,5528
768000232000,5803
818000232000,6040
868000232000,6414
918000232000,6541
968000232000,7066
1018000232000,7509
1068000232000,7840
