108006126212,/nankai/Info_0/SubInfo_0/SubSubInfo_1/%FE%07,6
124016371890,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FE%15,30
126020709988,/nankai/Info_0/SubInfo_1/SubSubInfo_3/%FE%00,16
129008594688,/nankai/Info_0/SubInfo_3/SubSubInfo_3/%FE%18,6
137011067383,/nankai/Info_0/SubInfo_0/SubSubInfo_2/%FE%08,14
138006094308,/nankai/Info_0/SubInfo_3/SubSubInfo_4/%FE%1F,8
141003115810,/nankai/Info_0/SubInfo_3/SubSubInfo_1/%FE%21,7
143004506136,/nankai/Info_0/SubInfo_2/SubSubInfo_1/%FE%20,9
154008563784,/nankai/Info_0/SubInfo_5/SubSubInfo_4/%FE%14,17
155006738815,/nankai/Info_0/SubInfo_3/SubSubInfo_2/%FE%29,10
161004198912,/nankai/Info_0/SubInfo_2/SubSubInfo_4/%FE%2F,9
162006238959,/nankai/Info_0/SubInfo_2/SubSubInfo_2/%FE%19,13
165004498131,/nankai/Info_0/SubInfo_4/SubSubInfo_2/%FE3,7
168005803719,/nankai/Info_0/SubInfo_2/SubSubInfo_0/%FE6,8
177008815024,/nankai/Info_0/SubInfo_2/SubSubInfo_2/%FE%25,14
178011248571,/nankai/Info_0/SubInfo_1/SubSubInfo_1/%FE%26,14
185057815437,/nankai/Info_0/SubInfo_3/SubSubInfo_1/%FE%00,17
186003703947,/nankai/Info_0/SubInfo_3/SubSubInfo_0/%FEG,9
189063959241,/nankai/Info_0/SubInfo_4/SubSubInfo_5/%FE%01,32
191004889169,/nankai/Info_0/SubInfo_0/SubSubInfo_3/%FEL,9
191017503752,/nankai/Info_0/SubInfo_0/SubSubInfo_1/%FE.,11
192004633678,/nankai/Info_0/SubInfo_4/SubSubInfo_2/%FE%2F,13
195115830393,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FE%07,31
197005418724,/nankai/Info_0/SubInfo_1/SubSubInfo_3/%FER,10
198007372651,/nankai/Info_0/SubInfo_4/SubSubInfo_5/%FES,10
