110012534746,/nankai/Info_4/SubInfo_1/SubSubInfo_5/%FE%09,17
111010302252,/nankai/Info_4/SubInfo_4/SubSubInfo_3/%FE%0A,16
122013402244,/nankai/Info_4/SubInfo_1/SubSubInfo_5/%FE%08,16
130004979484,/nankai/Info_4/SubInfo_0/SubSubInfo_0/%FE%03,7
134011256416,/nankai/Info_4/SubInfo_0/SubSubInfo_2/%FE%1E,18
143002597007,/nankai/Info_4/SubInfo_2/SubSubInfo_3/%FE%0C,4
148003984609,/nankai/Info_4/SubInfo_0/SubSubInfo_2/%FE%11,4
154014579331,/nankai/Info_4/SubInfo_2/SubSubInfo_3/%FE%28,22
156013187121,/nankai/Info_4/SubInfo_2/SubSubInfo_4/%FE%2A,17
157001753711,/nankai/Info_4/SubInfo_3/SubSubInfo_5/%FE%17,4
158010477499,/nankai/Info_4/SubInfo_4/SubSubInfo_3/%FE%2C,17
159012763622,/nankai/Info_4/SubInfo_4/SubSubInfo_5/%FE-,16
164018789965,/nankai/Info_4/SubInfo_4/SubSubInfo_1/%FE2,21
169029685429,/nankai/Info_4/SubInfo_4/SubSubInfo_5/%FE7,21
170101537062,/nankai/Info_4/SubInfo_4/SubSubInfo_0/%FE8,22
171027853611,/nankai/Info_4/SubInfo_1/SubSubInfo_1/%FE9,22
174002019054,/nankai/Info_4/SubInfo_5/SubSubInfo_0/%FE%22,4
177025205567,/nankai/Info_4/SubInfo_1/SubSubInfo_4/%FE%3F,21
182011730460,/nankai/Info_4/SubInfo_5/SubSubInfo_3/%FEC,18
183014556998,/nankai/Info_4/SubInfo_2/SubSubInfo_2/%FED,19
186000828921,/nankai/Info_4/SubInfo_5/SubSubInfo_2/%FE%2B,3
190034305075,/nankai/Info_4/SubInfo_1/SubSubInfo_2/%FE%03,15
193016907947,/nankai/Info_4/SubInfo_1/SubSubInfo_4/%FEN,20
195024661164,/nankai/Info_4/SubInfo_3/SubSubInfo_3/%FEP,21
197000235059,/nankai/Info_4/SubInfo_4/SubSubInfo_4/%FE2,1
199110685195,/nankai/Info_4/SubInfo_0/SubSubInfo_4/%FE%0A,25
200000931888,/nankai/Info_4/SubInfo_4/SubSubInfo_4/%FE5,2
203000905769,/nankai/Info_4/SubInfo_2/SubSubInfo_5/%FE8,3
204000563851,/nankai/Info_4/SubInfo_0/SubSubInfo_5/%FE9,2
210001326450,/nankai/Info_4/SubInfo_0/SubSubInfo_1/%FE%3E,3
214061112613,/nankai/Info_4/SubInfo_2/SubSubInfo_0/%FE%15,31
215000524476,/nankai/Info_4/SubInfo_0/SubSubInfo_0/%FEC,2
217000233926,/nankai/Info_4/SubInfo_5/SubSubInfo_4/%FEE,1
218020474558,/nankai/Info_4/SubInfo_1/SubSubInfo_5/%FEb,19
220000523755,/nankai/Info_4/SubInfo_0/SubSubInfo_3/%FEG,2
223017959798,/nankai/Info_4/SubInfo_5/SubSubInfo_0/%FEg,21
224000233529,/nankai/Info_4/SubInfo_3/SubSubInfo_0/%FEJ,1
