108006436390,/nankai/Info_0/SubInfo_0/SubSubInfo_1/%FE%07,13
124006197102,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FE%15,11
126001342502,/nankai/Info_0/SubInfo_1/SubSubInfo_3/%FE%00,4
136018890361,/nankai/Info_0/SubInfo_3/SubSubInfo_3/%FE%18,16
137002731792,/nankai/Info_0/SubInfo_0/SubSubInfo_2/%FE%08,5
138004117275,/nankai/Info_0/SubInfo_3/SubSubInfo_3/%FE%09,5
140008653503,/nankai/Info_0/SubInfo_3/SubSubInfo_4/%FE%1F,12
151004121959,/nankai/Info_0/SubInfo_2/SubSubInfo_3/%FE%13,5
152002291450,/nankai/Info_0/SubInfo_5/SubSubInfo_4/%FE%14,5
161001490929,/nankai/Info_0/SubInfo_2/SubSubInfo_2/%FE%19,5
161041431315,/nankai/Info_0/SubInfo_2/SubSubInfo_4/%FE%2F,30
165004276651,/nankai/Info_0/SubInfo_4/SubSubInfo_2/%FE3,10
168006026238,/nankai/Info_0/SubInfo_2/SubSubInfo_0/%FE6,12
177003085640,/nankai/Info_0/SubInfo_2/SubSubInfo_2/%FE%25,8
178001803874,/nankai/Info_0/SubInfo_1/SubSubInfo_1/%FE%26,5
185001977836,/nankai/Info_0/SubInfo_3/SubSubInfo_1/%FE%00,4
186092783225,/nankai/Info_0/SubInfo_3/SubSubInfo_0/%FEG,33
189008461219,/nankai/Info_0/SubInfo_4/SubSubInfo_5/%FE%01,5
191016964509,/nankai/Info_0/SubInfo_0/SubSubInfo_1/%FE.,7
191156930563,/nankai/Info_0/SubInfo_0/SubSubInfo_3/%FEL,22
192002429210,/nankai/Info_0/SubInfo_4/SubSubInfo_2/%FE%2F,6
195003135011,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FE%07,4
197017645762,/nankai/Info_0/SubInfo_1/SubSubInfo_3/%FER,12
201009349202,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FE6,9
202003236275,/nankai/Info_0/SubInfo_0/SubSubInfo_5/%FE%0C,5
207006107014,/nankai/Info_0/SubInfo_2/SubSubInfo_1/%FE%3C,7
209130460663,/nankai/Info_0/SubInfo_3/SubSubInfo_2/%FE%5B,37
210001250879,/nankai/Info_0/SubInfo_4/SubSubInfo_5/%FE%12,4
214015952651,/nankai/Info_0/SubInfo_1/SubSubInfo_4/%FE_,11
219224716559,/nankai/Info_0/SubInfo_4/SubSubInfo_1/%FEc,31
220146192251,/nankai/Info_0/SubInfo_1/SubSubInfo_0/%FEd,21
221066260002,/nankai/Info_0/SubInfo_3/SubSubInfo_0/%FEe,27
226101175213,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FEL,10
229008564523,/nankai/Info_0/SubInfo_1/SubSubInfo_4/%FEO,7
230087477206,/nankai/Info_0/SubInfo_3/SubSubInfo_5/%FEn,22
235156127918,/nankai/Info_0/SubInfo_5/SubSubInfo_0/%FEs,38
237009319010,/nankai/Info_0/SubInfo_4/SubSubInfo_0/%FET,7
239005702043,/nankai/Info_0/SubInfo_5/SubSubInfo_4/%FEU,9
240001011384,/nankai/Info_0/SubInfo_1/SubSubInfo_4/%FE%2B,3
243009791144,/nankai/Info_0/SubInfo_4/SubSubInfo_2/%FEW,9
244009676284,/nankai/Info_0/SubInfo_3/SubSubInfo_2/%FEX,10
