Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
102.027	64	0	29	LastDelay	0.027242	27242	1	6
102.027	64	0	29	FullDelay	0.027242	27242	1	6
104.025	64	0	3	LastDelay	0.0248111	24811.1	1	5
104.025	64	0	3	FullDelay	31.0248	3.10248e+07	2	5
106.016	64	0	5	LastDelay	0.0156715	15671.5	1	4
106.016	64	0	5	FullDelay	30.0157	3.00157e+07	2	4
107.02	64	0	6	LastDelay	0.0198868	19886.8	1	7
107.02	64	0	6	FullDelay	30.0199	3.00199e+07	2	7
108.028	64	0	7	LastDelay	0.0280327	28032.7	1	4
108.028	64	0	7	FullDelay	30.028	3.0028e+07	2	4
110.025	64	0	9	LastDelay	0.0249151	24915.1	1	5
110.025	64	0	9	FullDelay	29.0249	2.90249e+07	2	5
111.016	64	0	10	LastDelay	0.0158804	15880.4	1	4
111.016	64	0	10	FullDelay	29.0159	2.90159e+07	2	4
114.038	64	0	13	LastDelay	0.037895	37895	1	2
114.038	64	0	13	FullDelay	29.0379	2.90379e+07	2	2
115.02	64	0	14	LastDelay	0.0198328	19832.8	1	6
115.02	64	0	14	FullDelay	29.0198	2.90198e+07	2	6
116.019	64	0	15	LastDelay	0.0192867	19286.7	1	6
116.019	64	0	15	FullDelay	29.0193	2.90193e+07	2	6
117.013	64	0	16	LastDelay	0.0126344	12634.4	1	4
117.013	64	0	16	FullDelay	29.0126	2.90126e+07	2	4
118.013	64	0	4	LastDelay	0.0134468	13446.8	1	4
118.013	64	0	4	FullDelay	44.0134	4.40134e+07	3	4
119.045	64	0	17	LastDelay	0.0452878	45287.8	1	7
119.045	64	0	17	FullDelay	29.0453	2.90453e+07	2	7
120.019	64	0	18	LastDelay	0.018502	18502	1	1
120.019	64	0	18	FullDelay	29.0185	2.90185e+07	2	1
121.021	64	0	19	LastDelay	0.0207435	20743.5	1	6
121.021	64	0	19	FullDelay	29.0207	2.90207e+07	2	6
122.014	64	0	8	LastDelay	0.0143612	14361.2	1	3
122.014	64	0	8	FullDelay	43.0144	4.30144e+07	3	3
123.041	64	0	20	LastDelay	0.0407466	40746.6	1	8
123.041	64	0	20	FullDelay	30.0407	3.00407e+07	2	8
124.073	64	0	21	LastDelay	0.0733789	73378.9	1	13
124.073	64	0	21	FullDelay	30.0734	3.00734e+07	2	13
125.067	64	0	11	LastDelay	0.0674156	67415.6	1	14
125.067	64	0	11	FullDelay	42.0674	4.20674e+07	3	14
126.03	124	0	0	LastDelay	0.0296982	29698.2	1	9
126.03	124	0	0	FullDelay	0.0296982	29698.2	1	9
127.036	64	0	22	LastDelay	0.0362957	36295.7	1	7
127.036	64	0	22	FullDelay	32.0363	3.20363e+07	2	7
128.051	124	0	1	LastDelay	0.0509716	50971.6	1	16
128.051	124	0	1	FullDelay	1.05097	1.05097e+06	2	16
129.03	124	0	2	LastDelay	0.0301456	30145.6	1	1
129.03	124	0	2	FullDelay	0.0301456	30145.6	1	1
130.023	124	0	3	LastDelay	0.0225858	22585.8	1	6
130.023	124	0	3	FullDelay	0.0225858	22585.8	1	6
130.053	64	0	25	LastDelay	0.0531415	53141.5	1	5
130.053	64	0	25	FullDelay	32.0531	3.20531e+07	2	5
131.03	64	0	26	LastDelay	0.0297404	29740.4	1	4
131.03	64	0	26	FullDelay	32.0297	3.20297e+07	2	4
131.036	124	0	4	LastDelay	0.0358919	35891.9	1	6
131.036	124	0	4	FullDelay	0.0358919	35891.9	1	6
132.044	124	0	5	LastDelay	0.0441741	44174.1	1	7
132.044	124	0	5	FullDelay	0.0441741	44174.1	1	7
132.055	64	0	27	LastDelay	0.0552431	55243.1	1	7
132.055	64	0	27	FullDelay	32.0552	3.20552e+07	2	7
133.039	64	0	28	LastDelay	0.0388269	38826.9	1	6
133.039	64	0	28	FullDelay	32.0388	3.20388e+07	2	6
134.014	124	0	6	LastDelay	0.0141967	14196.7	1	4
134.014	124	0	6	FullDelay	1.0142	1.0142e+06	2	4
134.024	64	0	30	LastDelay	0.0235573	23557.3	1	4
134.024	64	0	30	FullDelay	0.0235573	23557.3	1	4
136.048	124	0	7	LastDelay	0.04767	47670	1	6
136.048	124	0	7	FullDelay	1.04767	1.04767e+06	2	6
136.067	64	0	24	LastDelay	0.0672831	67283.1	1	4
136.067	64	0	24	FullDelay	39.0673	3.90673e+07	3	4
137.032	124	0	8	LastDelay	0.0321552	32155.2	1	6
137.032	124	0	8	FullDelay	0.0321552	32155.2	1	6
138.024	124	0	9	LastDelay	0.02395	23950	1	6
138.024	124	0	9	FullDelay	0.02395	23950	1	6
140.006	64	0	31	LastDelay	0.00582807	5828.07	1	1
140.006	64	0	31	FullDelay	3.00583	3.00583e+06	3	1
141.017	124	0	10	LastDelay	0.01695	16950	1	2
141.017	124	0	10	FullDelay	2.01695	2.01695e+06	3	2
142.039	64	0	34	LastDelay	0.0388512	38851.2	1	8
142.039	64	0	34	FullDelay	0.0388512	38851.2	1	8
142.132	124	0	11	LastDelay	0.132057	132057	1	14
142.132	124	0	11	FullDelay	0.132057	132057	1	14
143.019	124	0	12	LastDelay	0.0190224	19022.4	1	7
143.019	124	0	12	FullDelay	0.0190224	19022.4	1	7
144.027	124	0	13	LastDelay	0.0274745	27474.5	1	2
144.027	124	0	13	FullDelay	0.0274745	27474.5	1	2
145.03	124	0	14	LastDelay	0.0302714	30271.4	1	7
145.03	124	0	14	FullDelay	0.0302714	30271.4	1	7
146.022	124	0	15	LastDelay	0.0221447	22144.7	1	5
146.022	124	0	15	FullDelay	0.0221447	22144.7	1	5
146.023	64	0	35	LastDelay	0.0227011	22701.1	1	10
146.023	64	0	35	FullDelay	0.0227011	22701.1	1	10
147.008	64	0	33	LastDelay	0.00802498	8024.98	1	2
147.008	64	0	33	FullDelay	6.00802	6.00802e+06	3	2
147.033	124	0	16	LastDelay	0.032812	32812	1	6
147.033	124	0	16	FullDelay	0.032812	32812	1	6
149.017	124	0	17	LastDelay	0.017253	17253	1	1
149.017	124	0	17	FullDelay	1.01725	1.01725e+06	2	1
150.028	64	0	36	LastDelay	0.0282104	28210.4	1	8
150.028	64	0	36	FullDelay	2.02821	2.02821e+06	3	8
150.036	124	0	18	LastDelay	0.0357751	35775.1	1	7
150.036	124	0	18	FullDelay	0.0357751	35775.1	1	7
151.028	124	0	19	LastDelay	0.0282757	28275.7	1	7
151.028	124	0	19	FullDelay	0.0282757	28275.7	1	7
151.067	64	0	37	LastDelay	0.0674077	67407.7	1	6
151.067	64	0	37	FullDelay	0.0674077	67407.7	1	6
152.052	64	0	38	LastDelay	0.0517273	51727.3	1	9
152.052	64	0	38	FullDelay	0.0517273	51727.3	1	9
153.045	64	0	39	LastDelay	0.0445776	44577.6	1	10
153.045	64	0	39	FullDelay	0.0445776	44577.6	1	10
154.01	64	0	40	LastDelay	0.00955721	9557.21	1	2
154.01	64	0	40	FullDelay	0.00955721	9557.21	1	2
155.02	124	0	21	LastDelay	0.0202933	20293.3	1	7
155.02	124	0	21	FullDelay	0.0202933	20293.3	1	7
155.055	64	0	41	LastDelay	0.0547959	54795.9	1	8
155.055	64	0	41	FullDelay	0.0547959	54795.9	1	8
156.01	64	0	42	LastDelay	0.0101497	10149.7	1	3
156.01	64	0	42	FullDelay	0.0101497	10149.7	1	3
156.036	124	0	22	LastDelay	0.0355323	35532.3	1	6
156.036	124	0	22	FullDelay	0.0355323	35532.3	1	6
157.036	64	0	43	LastDelay	0.0355096	35509.6	1	5
157.036	64	0	43	FullDelay	0.0355096	35509.6	1	5
158.009	64	0	44	LastDelay	0.00918223	9182.23	1	3
158.009	64	0	44	FullDelay	0.00918223	9182.23	1	3
159.01	64	0	45	LastDelay	0.00962361	9623.61	1	3
159.01	64	0	45	FullDelay	0.00962361	9623.61	1	3
159.014	124	0	23	LastDelay	0.0139297	13929.7	1	1
159.014	124	0	23	FullDelay	2.01393	2.01393e+06	3	1
160.014	64	0	46	LastDelay	0.0140358	14035.8	1	3
160.014	64	0	46	FullDelay	0.0140358	14035.8	1	3
160.038	124	0	24	LastDelay	0.0382579	38257.9	1	3
160.038	124	0	24	FullDelay	0.0382579	38257.9	1	3
161.039	64	0	47	LastDelay	0.0390285	39028.5	1	11
161.039	64	0	47	FullDelay	0.0390285	39028.5	1	11
162.106	124	0	25	LastDelay	0.106412	106412	1	14
162.106	124	0	25	FullDelay	1.10641	1.10641e+06	2	14
162.115	64	0	48	LastDelay	0.114828	114828	1	9
162.115	64	0	48	FullDelay	0.114828	114828	1	9
163.007	64	0	49	LastDelay	0.00669703	6697.03	1	3
163.007	64	0	49	FullDelay	0.00669703	6697.03	1	3
163.07	124	0	26	LastDelay	0.070252	70252	1	14
163.07	124	0	26	FullDelay	0.070252	70252	1	14
164.012	64	0	50	LastDelay	0.0124966	12496.6	1	2
164.012	64	0	50	FullDelay	0.0124966	12496.6	1	2
164.042	124	0	27	LastDelay	0.0424208	42420.8	1	6
164.042	124	0	27	FullDelay	0.0424208	42420.8	1	6
165.026	64	0	51	LastDelay	0.0255896	25589.6	1	7
165.026	64	0	51	FullDelay	0.0255896	25589.6	1	7
165.131	124	0	28	LastDelay	0.130788	130788	1	17
165.131	124	0	28	FullDelay	0.130788	130788	1	17
166.041	64	0	52	LastDelay	0.0405292	40529.2	1	8
166.041	64	0	52	FullDelay	0.0405292	40529.2	1	8
167.014	64	0	53	LastDelay	0.0138669	13866.9	1	2
167.014	64	0	53	FullDelay	0.0138669	13866.9	1	2
168.056	64	0	54	LastDelay	0.0559095	55909.5	1	14
168.056	64	0	54	FullDelay	0.0559095	55909.5	1	14
169.01	64	0	55	LastDelay	0.0100726	10072.6	1	2
169.01	64	0	55	FullDelay	0.0100726	10072.6	1	2
169.025	124	0	30	LastDelay	0.0251512	25151.2	1	9
169.025	124	0	30	FullDelay	0.0251512	25151.2	1	9
170.007	64	0	56	LastDelay	0.00669002	6690.02	1	1
170.007	64	0	56	FullDelay	0.00669002	6690.02	1	1
170.051	124	0	31	LastDelay	0.051223	51223	1	10
170.051	124	0	31	FullDelay	0.051223	51223	1	10
171.007	64	0	57	LastDelay	0.00675733	6757.33	1	2
171.007	64	0	57	FullDelay	0.00675733	6757.33	1	2
172.039	124	0	32	LastDelay	0.0385232	38523.2	1	9
172.039	124	0	32	FullDelay	1.03852	1.03852e+06	2	9
172.05	64	0	58	LastDelay	0.0502524	50252.4	1	7
172.05	64	0	58	FullDelay	0.0502524	50252.4	1	7
173.059	124	0	33	LastDelay	0.0585071	58507.1	1	3
173.059	124	0	33	FullDelay	0.0585071	58507.1	1	3
173.136	64	0	59	LastDelay	0.135973	135973	1	6
173.136	64	0	59	FullDelay	0.135973	135973	1	6
174.018	124	0	34	LastDelay	0.0175869	17586.9	1	6
174.018	124	0	34	FullDelay	0.0175869	17586.9	1	6
174.025	64	0	60	LastDelay	0.0254174	25417.4	1	9
174.025	64	0	60	FullDelay	0.0254174	25417.4	1	9
175.006	64	0	61	LastDelay	0.00647228	6472.28	1	2
175.006	64	0	61	FullDelay	0.00647228	6472.28	1	2
175.055	124	0	35	LastDelay	0.0547914	54791.4	1	16
175.055	124	0	35	FullDelay	0.0547914	54791.4	1	16
176.048	124	0	36	LastDelay	0.0482975	48297.5	1	4
176.048	124	0	36	FullDelay	0.0482975	48297.5	1	4
176.055	64	0	62	LastDelay	0.0547398	54739.8	1	9
176.055	64	0	62	FullDelay	0.0547398	54739.8	1	9
177.002	64	0	63	LastDelay	0.00227253	2272.53	1	1
177.002	64	0	63	FullDelay	0.00227253	2272.53	1	1
177.09	124	0	37	LastDelay	0.0895919	89591.9	1	5
177.09	124	0	37	FullDelay	0.0895919	89591.9	1	5
178.007	64	0	64	LastDelay	0.00739819	7398.19	1	1
178.007	64	0	64	FullDelay	0.00739819	7398.19	1	1
178.042	124	0	38	LastDelay	0.0417564	41756.4	1	8
178.042	124	0	38	FullDelay	0.0417564	41756.4	1	8
180.027	64	0	65	LastDelay	0.0273188	27318.8	1	7
180.027	64	0	65	FullDelay	1.02732	1.02732e+06	2	7
180.046	124	0	39	LastDelay	0.0463823	46382.3	1	3
180.046	124	0	39	FullDelay	1.04638	1.04638e+06	2	3
181.007	64	0	66	LastDelay	0.00665459	6654.59	1	2
181.007	64	0	66	FullDelay	0.00665459	6654.59	1	2
181.024	124	0	40	LastDelay	0.0241114	24111.4	1	5
181.024	124	0	40	FullDelay	0.0241114	24111.4	1	5
182.003	64	0	67	LastDelay	0.00348667	3486.67	1	1
182.003	64	0	67	FullDelay	0.00348667	3486.67	1	1
183.004	64	0	68	LastDelay	0.00372528	3725.28	1	1
183.004	64	0	68	FullDelay	0.00372528	3725.28	1	1
184.006	64	0	69	LastDelay	0.00578272	5782.72	1	1
184.006	64	0	69	FullDelay	0.00578272	5782.72	1	1
185.059	64	0	70	LastDelay	0.0593185	59318.5	1	10
185.059	64	0	70	FullDelay	0.0593185	59318.5	1	10
185.195	124	0	42	LastDelay	0.194808	194808	1	14
185.195	124	0	42	FullDelay	0.194808	194808	1	14
186.014	124	0	43	LastDelay	0.0142491	14249.1	1	5
186.014	124	0	43	FullDelay	0.0142491	14249.1	1	5
186.126	64	0	71	LastDelay	0.125965	125965	1	14
186.126	64	0	71	FullDelay	0.125965	125965	1	14
187.034	124	0	44	LastDelay	0.0337539	33753.9	1	3
187.034	124	0	44	FullDelay	0.0337539	33753.9	1	3
187.064	188	0	0	LastDelay	0.0643479	64347.9	1	13
187.064	188	0	0	FullDelay	2.06435	2.06435e+06	2	13
187.094	64	0	72	LastDelay	0.0943998	94399.8	1	11
187.094	64	0	72	FullDelay	0.0943998	94399.8	1	11
188.028	188	0	2	LastDelay	0.0281104	28110.4	1	7
188.028	188	0	2	FullDelay	0.0281104	28110.4	1	7
188.086	64	0	73	LastDelay	0.0863495	86349.5	1	6
188.086	64	0	73	FullDelay	0.0863495	86349.5	1	6
189.009	64	0	74	LastDelay	0.00854753	8547.53	1	3
189.009	64	0	74	FullDelay	0.00854753	8547.53	1	3
189.237	188	0	1	LastDelay	0.236787	236787	1	14
189.237	188	0	1	FullDelay	3.23679	3.23679e+06	2	14
190.006	124	0	45	LastDelay	0.00603088	6030.89	1	1
190.006	124	0	45	FullDelay	2.00603	2.00603e+06	3	1
190.031	188	0	3	LastDelay	0.0309002	30900.2	1	11
190.031	188	0	3	FullDelay	0.0309002	30900.2	1	11
190.114	64	0	75	LastDelay	0.114035	114035	1	3
190.114	64	0	75	FullDelay	0.114035	114035	1	3
191.071	64	0	76	LastDelay	0.0712701	71270.1	1	15
191.071	64	0	76	FullDelay	0.0712701	71270.1	1	15
191.158	124	0	46	LastDelay	0.158127	158127	1	13
191.158	124	0	46	FullDelay	0.158127	158127	1	13
191.245	188	0	4	LastDelay	0.244574	244574	1	14
191.245	188	0	4	FullDelay	0.244574	244574	1	14
192.05	124	0	47	LastDelay	0.0496925	49692.5	1	7
192.05	124	0	47	FullDelay	0.0496925	49692.5	1	7
192.1	64	0	77	LastDelay	0.10038	100380	1	9
192.1	64	0	77	FullDelay	0.10038	100380	1	9
192.229	188	0	5	LastDelay	0.228521	228521	1	16
192.229	188	0	5	FullDelay	0.228521	228521	1	16
193.008	64	0	78	LastDelay	0.00831779	8317.79	1	2
193.008	64	0	78	FullDelay	0.00831779	8317.79	1	2
194.022	188	0	6	LastDelay	0.0216819	21681.9	1	7
194.022	188	0	6	FullDelay	1.02168	1.02168e+06	2	7
194.061	124	0	48	LastDelay	0.0608082	60808.2	1	4
194.061	124	0	48	FullDelay	1.06081	1.06081e+06	2	4
194.176	64	0	79	LastDelay	0.176361	176361	1	3
194.176	64	0	79	FullDelay	0.176361	176361	1	3
195.004	64	0	80	LastDelay	0.00430952	4309.52	1	1
195.004	64	0	80	FullDelay	0.00430952	4309.52	1	1
195.159	188	0	7	LastDelay	0.158523	158523	1	3
195.159	188	0	7	FullDelay	0.158523	158523	1	3
196.029	124	0	49	LastDelay	0.0288502	28850.2	1	9
196.029	124	0	49	FullDelay	1.02885	1.02885e+06	2	9
196.032	188	0	8	LastDelay	0.0324513	32451.3	1	5
196.032	188	0	8	FullDelay	0.0324513	32451.3	1	5
196.1	64	0	81	LastDelay	0.09978	99780	1	6
196.1	64	0	81	FullDelay	0.09978	99780	1	6
197.014	124	0	50	LastDelay	0.0137023	13702.3	1	4
197.014	124	0	50	FullDelay	0.0137023	13702.3	1	4
197.041	64	0	82	LastDelay	0.0411954	41195.4	1	10
197.041	64	0	82	FullDelay	0.0411954	41195.4	1	10
198.06	188	0	9	LastDelay	0.0598973	59897.3	1	4
198.06	188	0	9	FullDelay	1.0599	1.0599e+06	2	4
198.081	64	0	83	LastDelay	0.0807705	80770.5	1	9
198.081	64	0	83	FullDelay	0.0807705	80770.5	1	9
198.091	124	0	51	LastDelay	0.0914612	91461.2	1	8
198.091	124	0	51	FullDelay	0.0914612	91461.2	1	8
199.002	64	0	84	LastDelay	0.00225882	2258.82	1	1
199.002	64	0	84	FullDelay	0.00225882	2258.82	1	1
199.045	124	0	52	LastDelay	0.0448224	44822.4	1	12
199.045	124	0	52	FullDelay	0.0448224	44822.4	1	12
199.158	188	0	10	LastDelay	0.158418	158418	1	14
199.158	188	0	10	FullDelay	0.158418	158418	1	14
200.014	124	0	53	LastDelay	0.0138809	13880.9	1	3
200.014	124	0	53	FullDelay	0.0138809	13880.9	1	3
201.021	188	0	11	LastDelay	0.0211696	21169.6	1	3
201.021	188	0	11	FullDelay	1.02117	1.02117e+06	2	3
201.118	124	0	54	LastDelay	0.117594	117594	1	8
201.118	124	0	54	FullDelay	0.117594	117594	1	8
202.053	124	0	55	LastDelay	0.052506	52506	1	14
202.053	124	0	55	FullDelay	0.052506	52506	1	14
202.177	188	0	12	LastDelay	0.17651	176510	1	18
202.177	188	0	12	FullDelay	0.17651	176510	1	18
203.007	64	0	86	LastDelay	0.00729351	7293.51	1	1
203.007	64	0	86	FullDelay	0.00729351	7293.51	1	1
203.023	124	0	56	LastDelay	0.0233202	23320.2	1	4
203.023	124	0	56	FullDelay	0.0233202	23320.2	1	4
204.011	124	0	57	LastDelay	0.0113647	11364.7	1	2
204.011	124	0	57	FullDelay	0.0113647	11364.7	1	2
204.054	188	0	13	LastDelay	0.0535643	53564.3	1	8
204.054	188	0	13	FullDelay	1.05356	1.05356e+06	2	8
205.012	64	0	87	LastDelay	0.0122281	12228.1	1	4
205.012	64	0	87	FullDelay	1.01223	1.01223e+06	2	4
205.021	124	0	58	LastDelay	0.021003	21003	1	3
205.021	124	0	58	FullDelay	0.021003	21003	1	3
205.03	188	0	14	LastDelay	0.0298519	29851.9	1	5
205.03	188	0	14	FullDelay	0.0298519	29851.9	1	5
206.039	64	0	88	LastDelay	0.0390245	39024.5	1	12
206.039	64	0	88	FullDelay	0.0390245	39024.5	1	12
206.191	124	0	59	LastDelay	0.191224	191224	1	12
206.191	124	0	59	FullDelay	0.191224	191224	1	12
207.182	64	0	89	LastDelay	0.182335	182335	1	7
207.182	64	0	89	FullDelay	0.182335	182335	1	7
207.217	124	0	60	LastDelay	0.217178	217178	1	8
207.217	124	0	60	FullDelay	0.217178	217178	1	8
207.332	188	0	15	LastDelay	0.331824	331824	1	14
207.332	188	0	15	FullDelay	1.33182	1.33182e+06	2	14
208.029	188	0	16	LastDelay	0.0286024	28602.4	1	7
208.029	188	0	16	FullDelay	0.0286024	28602.4	1	7
208.149	64	0	90	LastDelay	0.14932	149320	1	9
208.149	64	0	90	FullDelay	0.14932	149320	1	9
209.036	124	0	61	LastDelay	0.0363515	36351.5	1	5
209.036	124	0	61	FullDelay	1.03635	1.03635e+06	2	5
209.041	188	0	17	LastDelay	0.0407532	40753.2	1	6
209.041	188	0	17	FullDelay	0.0407532	40753.2	1	6
209.186	64	0	91	LastDelay	0.185879	185879	1	9
209.186	64	0	91	FullDelay	0.185879	185879	1	9
210.005	64	0	92	LastDelay	0.00457361	4573.61	1	1
210.005	64	0	92	FullDelay	0.00457361	4573.61	1	1
210.016	124	0	62	LastDelay	0.0160026	16002.6	1	2
210.016	124	0	62	FullDelay	0.0160026	16002.6	1	2
210.048	188	0	18	LastDelay	0.0481463	48146.3	1	5
210.048	188	0	18	FullDelay	0.0481463	48146.3	1	5
211	124	0	63	LastDelay	0	0	1	0
211	124	0	63	FullDelay	0	0	1	0
211.028	188	0	19	LastDelay	0.0275701	27570.1	1	5
211.028	188	0	19	FullDelay	0.0275701	27570.1	1	5
211.052	64	0	93	LastDelay	0.0517996	51799.6	1	13
211.052	64	0	93	FullDelay	0.0517996	51799.6	1	13
212.03	188	0	20	LastDelay	0.0304966	30496.6	1	4
212.03	188	0	20	FullDelay	0.0304966	30496.6	1	4
212.054	124	0	64	LastDelay	0.0542455	54245.5	1	7
212.054	124	0	64	FullDelay	0.0542455	54245.5	1	7
212.224	64	0	94	LastDelay	0.224378	224378	1	14
212.224	64	0	94	FullDelay	0.224378	224378	1	14
213.031	124	0	65	LastDelay	0.0309497	30949.7	1	4
213.031	124	0	65	FullDelay	0.0309497	30949.7	1	4
214.023	124	0	66	LastDelay	0.0233613	23361.3	1	3
214.023	124	0	66	FullDelay	0.0233613	23361.3	1	3
215.016	64	0	95	LastDelay	0.0156127	15612.7	1	2
215.016	64	0	95	FullDelay	2.01561	2.01561e+06	3	2
215.025	124	0	67	LastDelay	0.0250394	25039.4	1	3
215.025	124	0	67	FullDelay	0.0250394	25039.4	1	3
215.068	188	0	21	LastDelay	0.0681696	68169.6	1	10
215.068	188	0	21	FullDelay	2.06817	2.06817e+06	3	10
216.02	124	0	68	LastDelay	0.0197591	19759.1	1	3
216.02	124	0	68	FullDelay	0.0197591	19759.1	1	3
216.139	64	0	96	LastDelay	0.138728	138728	1	14
216.139	64	0	96	FullDelay	0.138728	138728	1	14
217.004	64	0	97	LastDelay	0.00401304	4013.04	1	1
217.004	64	0	97	FullDelay	0.00401304	4013.04	1	1
217.019	124	0	69	LastDelay	0.0191824	19182.4	1	1
217.019	124	0	69	FullDelay	0.0191824	19182.4	1	1
217.069	188	0	22	LastDelay	0.0688884	68888.4	1	2
217.069	188	0	22	FullDelay	1.06889	1.06889e+06	2	2
218.003	64	0	98	LastDelay	0.00314267	3142.67	1	1
218.003	64	0	98	FullDelay	0.00314267	3142.67	1	1
218.023	188	0	23	LastDelay	0.0233486	23348.6	1	4
218.023	188	0	23	FullDelay	0.0233486	23348.6	1	4
219.023	124	0	70	LastDelay	0.0229527	22952.7	1	5
219.023	124	0	70	FullDelay	1.02295	1.02295e+06	2	5
219.051	188	0	24	LastDelay	0.0506405	50640.5	1	8
219.051	188	0	24	FullDelay	0.0506405	50640.5	1	8
219.178	64	0	99	LastDelay	0.177685	177685	1	15
219.178	64	0	99	FullDelay	0.177685	177685	1	15
220.008	124	0	71	LastDelay	0.00767047	7670.47	1	2
220.008	124	0	71	FullDelay	0.00767047	7670.47	1	2
220.036	188	0	25	LastDelay	0.0363108	36310.8	1	7
220.036	188	0	25	FullDelay	0.0363108	36310.8	1	7
220.27	64	0	100	LastDelay	0.26995	269950	1	2
220.27	64	0	100	FullDelay	0.26995	269950	1	2
221.032	188	0	26	LastDelay	0.0324038	32403.8	1	6
221.032	188	0	26	FullDelay	0.0324038	32403.8	1	6
221.079	124	0	72	LastDelay	0.0790316	79031.6	1	13
221.079	124	0	72	FullDelay	0.0790316	79031.6	1	13
221.186	64	0	101	LastDelay	0.185551	185551	1	9
221.186	64	0	101	FullDelay	0.185551	185551	1	9
222.008	64	0	102	LastDelay	0.00803886	8038.86	1	1
222.008	64	0	102	FullDelay	0.00803886	8038.86	1	1
222.211	188	0	27	LastDelay	0.210564	210564	1	16
222.211	188	0	27	FullDelay	0.210564	210564	1	16
223.009	64	0	103	LastDelay	0.00920244	9202.44	1	1
223.009	64	0	103	FullDelay	0.00920244	9202.44	1	1
223.107	188	0	28	LastDelay	0.107366	107366	1	8
223.107	188	0	28	FullDelay	0.107366	107366	1	8
223.128	124	0	73	LastDelay	0.128441	128441	1	15
223.128	124	0	73	FullDelay	1.12844	1.12844e+06	2	15
224.004	64	0	104	LastDelay	0.00448335	4483.35	1	1
224.004	64	0	104	FullDelay	0.00448335	4483.35	1	1
224.007	124	0	74	LastDelay	0.00685014	6850.14	1	1
224.007	124	0	74	FullDelay	0.00685014	6850.14	1	1
224.343	188	0	29	LastDelay	0.343338	343338	1	2
224.343	188	0	29	FullDelay	0.343338	343338	1	2
225.007	124	0	75	LastDelay	0.00673297	6732.97	1	1
225.007	124	0	75	FullDelay	0.00673297	6732.97	1	1
225.052	188	0	30	LastDelay	0.0518044	51804.4	1	2
225.052	188	0	30	FullDelay	0.0518044	51804.4	1	2
225.233	64	0	105	LastDelay	0.232628	232628	1	12
225.233	64	0	105	FullDelay	0.232628	232628	1	12
226.034	188	0	31	LastDelay	0.0343361	34336.1	1	6
226.034	188	0	31	FullDelay	0.0343361	34336.1	1	6
226.083	64	0	106	LastDelay	0.0828119	82811.9	1	12
226.083	64	0	106	FullDelay	0.0828119	82811.9	1	12
226.248	124	0	76	LastDelay	0.247662	247662	1	12
226.248	124	0	76	FullDelay	0.247662	247662	1	12
227.008	64	0	107	LastDelay	0.00786114	7861.15	1	1
227.008	64	0	107	FullDelay	0.00786114	7861.15	1	1
227.012	124	0	77	LastDelay	0.0118415	11841.5	1	2
227.012	124	0	77	FullDelay	0.0118415	11841.5	1	2
227.112	188	0	32	LastDelay	0.11212	112120	1	6
227.112	188	0	32	FullDelay	0.11212	112120	1	6
228.007	124	0	78	LastDelay	0.00682732	6827.32	1	1
228.007	124	0	78	FullDelay	0.00682732	6827.32	1	1
228.01	64	0	108	LastDelay	0.0098942	9894.2	1	2
228.01	64	0	108	FullDelay	0.0098942	9894.2	1	2
228.035	188	0	33	LastDelay	0.0347335	34733.5	1	3
228.035	188	0	33	FullDelay	0.0347335	34733.5	1	3
229.006	64	0	109	LastDelay	0.00573486	5734.86	1	1
229.006	64	0	109	FullDelay	0.00573486	5734.86	1	1
229.052	239	0	0	LastDelay	0.0518299	51829.9	1	5
229.052	239	0	0	FullDelay	0.0518299	51829.9	1	5
229.213	188	0	34	LastDelay	0.212609	212609	1	7
229.213	188	0	34	FullDelay	0.212609	212609	1	7
230.01	124	0	79	LastDelay	0.00957457	9574.57	1	1
230.01	124	0	79	FullDelay	1.00957	1.00957e+06	2	1
230.039	239	0	1	LastDelay	0.0385498	38549.8	1	8
230.039	239	0	1	FullDelay	0.0385498	38549.8	1	8
230.083	64	0	110	LastDelay	0.0828478	82847.8	1	12
230.083	64	0	110	FullDelay	0.0828478	82847.8	1	12
230.177	188	0	35	LastDelay	0.17723	177230	1	17
230.177	188	0	35	FullDelay	0.17723	177230	1	17
231.003	64	0	111	LastDelay	0.00306547	3065.47	1	1
231.003	64	0	111	FullDelay	0.00306547	3065.47	1	1
231.006	124	0	80	LastDelay	0.0056417	5641.7	1	1
231.006	124	0	80	FullDelay	0.0056417	5641.7	1	1
231.024	239	0	2	LastDelay	0.0235838	23583.8	1	5
231.024	239	0	2	FullDelay	0.0235838	23583.8	1	5
231.036	188	0	36	LastDelay	0.0356218	35621.8	1	2
231.036	188	0	36	FullDelay	0.0356218	35621.8	1	2
232.009	64	0	112	LastDelay	0.00903181	9031.81	1	1
232.009	64	0	112	FullDelay	0.00903181	9031.81	1	1
232.009	124	0	81	LastDelay	0.00903999	9039.99	1	1
232.009	124	0	81	FullDelay	0.00903999	9039.99	1	1
232.029	239	0	3	LastDelay	0.028841	28841	1	8
232.029	239	0	3	FullDelay	0.028841	28841	1	8
232.103	188	0	37	LastDelay	0.102746	102746	1	8
232.103	188	0	37	FullDelay	0.102746	102746	1	8
233.141	64	0	113	LastDelay	0.141107	141107	1	7
233.141	64	0	113	FullDelay	0.141107	141107	1	7
233.142	188	0	38	LastDelay	0.142184	142184	1	2
