108010354458,0
158010354458,578
208010354458,1940
258010354458,4184
308010354458,6653
358010354458,18433
408010354458,28760
458010354458,40656
508010354458,53275
558010354458,56746
608010354458,60334
658010354458,61750
708010354458,65845
758010354458,68697
808010354458,71113
858010354458,80912
908010354458,85183
958010354458,89019
1008010354458,101710
1058010354458,103678
