108005312568,0
158005312568,574
208005312568,1408
258005312568,4094
308005312568,8196
358005312568,12854
408005312568,17285
458005312568,23234
508005312568,30086
558005312568,33417
608005312568,36716
658005312568,38259
708005312568,40389
758005312568,42800
808005312568,45668
858005312568,49050
908005312568,50493
958005312568,54884
1008005312568,59842
1058005312568,61893
